ID l_center b_center l0 l1 b0 b1
0 88.63359609931351 1.8157359875104169 87.9257231201329 89.34223284755565 0.8411489976028838 2.790045715557428
1 89.37211253998346 -0.7994721922261687 88.63682239738692 90.10710132208243 -1.6409584637957413 0.04214567308299005
2 73.6775892909796 -2.2519332416186164 73.34079153416712 74.01416793384753 -2.7259952753425156 -1.7777935264304707
3 48.579288481379926 1.2657420272103648 47.48820400670097 49.67138765958562 0.06036400145536927 2.4706607851772406
4 48.77985063194125 -1.7225597355787479 47.69992085886006 49.85841625846414 -2.9262135029354117 -0.5182951716119794
5 45.99689285989502 1.9039850567173011 44.909634063901315 47.08527508550569 1.0136798349044482 2.7936044746926236
6 46.190476576435586 -0.7703445841592593 45.11375096315088 47.26658669598256 -1.9883758778985003 0.44795856401921297
7 50.476883080385186 -6.665648393368638 50.38098117366819 50.57260922241686 -7.11531667343315 -6.215961640657144
8 43.402004929012094 1.8378304430893397 42.118044619957566 44.68748932469688 0.7782415242792752 2.896496019948496
9 43.39848945268416 -0.6756129004023943 42.327206060163135 44.46923023145103 -1.906194667916183 0.5552049086793026
10 40.50934849068144 1.4131252232466682 39.12097040528328 41.899416794278885 -6.113487626300721e-05 2.82548119169438
11 40.40620245335858 -1.4500094587047012 39.3402870054545 41.47094972477729 -2.690646872302153 -0.2088709767834274
12 37.62766550498285 1.3845540022281426 36.34921768273041 38.90745817883752 0.1381133863561262 2.6303048546086734
13 37.633051300079245 -1.307482603240816 36.56921108642406 38.69583475757247 -2.554567552945177 -0.059947512470385045
14 34.8585311600762 1.5422331569024301 33.58128930739487 36.137274782170564 0.291584143965677 2.7921152787833634
15 34.864343559785105 -1.1515155590521318 33.801351551582 35.92640298556579 -2.4021256077665676 0.09949037917185587
16 32.0915779905189 1.704945852567801 30.81436566795593 33.37045233636775 0.45301022115714645 2.956033706278958
17 32.09731482849147 -0.989412176307265 31.033952861474717 33.159874825350364 -2.240628777575228 0.2621448862934428
18 29.324222366133633 1.6897101053548742 28.045667389015318 30.60419240837729 0.6151041844918455 2.7634742117946898
19 29.329177893893302 -0.8284501954583515 28.264216633662215 30.39346787862133 -2.0773538778513383 0.42073947105053183
20 26.553307438222326 1.8430944765834856 25.272447220627683 27.83571103770077 0.7705876266846888 2.9146797929137933
21 26.55711427111673 -0.675925099519108 25.48929316027735 27.624388519213877 -1.9195904657813612 0.567974892125415
22 23.670754018290815 1.4210870962730477 22.28096952105114 25.0622305491875 0.01572692077019473 2.8256105146611032
23 23.560634884474343 -1.4339398574677802 22.485197309572087 24.63491260704746 -2.6685075494389436 -0.1988677442199793
24 20.777195905021742 1.5263371844888973 19.48912824022247 22.066928674678167 0.13716339630534227 2.914738968040452
25 20.768818543237476 -1.3187427270650305 19.687031544601833 21.84954245314852 -2.541938932508206 -0.09507705459844513
26 18.300639608549744 0.4212468367873613 17.32857727111177 19.272813225351666 -0.02485862587382556 0.8672310434394527
27 5.7854860603343115 -0.2466308023051209 5.025064391445838 6.545780340496665 -1.3615095324670186 0.86829136152608
28 359.1016414495964 2.630263337885048 358.07894921214194 0.124813294965907 2.3374499262042425 2.9222395561923715
29 359.5772949531017 -0.7059058077130579 358.2209171142966 0.9330144243963951 -1.8345263422767624 0.42311008236978526
30 356.5711151496666 -0.8246934827617762 355.19981754070403 357.94206094830787 -1.3351448959821877 -0.3137698775509586
31 352.32986383164575 2.052841252322848 352.32986383164575 352.32986383164575 2.052841252322848 2.052841252322848
32 346.8022311275881 -0.5352517281992683 346.8022311275881 346.8022311275881 -0.5352517281992683 -0.5352517281992683
33 268.7539117143043 -0.497950514336122 268.63682239738694 268.87098484088426 -0.9537532764030352 -0.04214567308298023
34 286.95605232473997 2.8773511948779333 285.89236644837183 288.0199182399765 2.7803848978542822 2.9733273323595864
35 289.9961433646146 -1.4105694703382194 289.05752634365257 290.9339480922035 -2.4175907239101995 -0.403170153143501
