Survey_strategy Optic Science_case M1_%pix M1_%priority
wide_area F106 Minniti 0.0 0.0
panchromatic F106 Minniti 7.659574468085106 7.659574468085106
time_domain F106 Minniti 1.9148936170212765 1.9148936170212765
wide_area F158 Minniti 44.46808510638298 44.46808510638298
panchromatic F158 Minniti 7.659574468085106 7.659574468085106
time_domain F158 Minniti 0.0 0.0
wide_area F213 Minniti 44.46808510638298 44.46808510638298
panchromatic F213 Minniti 7.659574468085106 7.659574468085106
time_domain F213 Minniti 1.9148936170212765 1.9148936170212765
wide_area F213 Open_Clusters 2.273778682457439 6.1341712792950975
panchromatic F213 Open_Clusters 0.33771280532938563 1.1316553001509588
time_domain F213 Open_Clusters 0.13184678016284235 0.31744162393070885
