Survey_strategy Optic Science_case M1_%pix M1_%priority
Option_2b F146 Lodieu2 0.0 0.0
Option_3a F146 Lodieu2 0.0 0.0
Option_3b F146 Lodieu2 0.0 0.0
Option_4a F146 Lodieu2 0.0 0.0
Option_4b F146 Lodieu2 0.0 0.0
Option_5a F146 Lodieu2 0.0 0.0
Option_5b F146 Lodieu2 0.0 0.0
Option_6a F146 Lodieu2 0.0 0.0
Option_6b F146 Lodieu2 0.0 0.0
Option_7a F146 Lodieu2 0.0 0.0
Option_7b F146 Lodieu2 0.0 0.0
Option_8a F146 Lodieu2 0.0 0.0
Option_8b F146 Lodieu2 0.0 0.0
Option_1a F106 Hunt 41.23831775700935 41.23831775700935
Option_1b F106 Hunt 61.56542056074766 61.56542056074766
Option_2a F106 Hunt 41.23831775700935 41.23831775700935
Option_2b F106 Hunt 61.56542056074766 61.56542056074766
Option_3a F106 Hunt 31.542056074766357 31.542056074766357
Option_3b F106 Hunt 49.29906542056075 49.29906542056075
Option_4a F106 Hunt 31.542056074766357 31.542056074766357
Option_4b F106 Hunt 49.29906542056075 49.29906542056075
Option_5a F106 Hunt 0.0 0.0
Option_5b F106 Hunt 0.0 0.0
Option_6a F106 Hunt 0.0 0.0
Option_6b F106 Hunt 0.0 0.0
Option_7a F106 Hunt 32.71028037383177 32.71028037383177
Option_7b F106 Hunt 61.6822429906542 61.6822429906542
Option_8a F106 Hunt 59.929906542056074 59.929906542056074
Option_8b F106 Hunt 85.39719626168224 85.39719626168224
Option_1a F129 Hunt 61.56542056074766 61.56542056074766
Option_1b F129 Hunt 85.39719626168224 85.39719626168224
Option_2a F129 Hunt 75.35046728971963 75.35046728971963
Option_2b F129 Hunt 85.39719626168224 85.39719626168224
Option_3a F129 Hunt 51.86915887850467 51.86915887850467
Option_3b F129 Hunt 85.51401869158879 85.51401869158879
Option_4a F129 Hunt 79.08878504672897 79.08878504672897
Option_4b F129 Hunt 85.51401869158879 85.51401869158879
Option_5a F129 Hunt 64.25233644859813 64.25233644859813
Option_5b F129 Hunt 85.39719626168224 85.39719626168224
Option_6a F129 Hunt 85.63084112149532 85.63084112149532
Option_6b F129 Hunt 85.39719626168224 85.39719626168224
Option_7a F129 Hunt 32.71028037383177 32.71028037383177
Option_7b F129 Hunt 61.6822429906542 61.6822429906542
Option_8a F129 Hunt 59.929906542056074 59.929906542056074
Option_8b F129 Hunt 85.39719626168224 85.39719626168224
Option_1a F158 Hunt 41.23831775700935 41.23831775700935
Option_1b F158 Hunt 61.56542056074766 61.56542056074766
Option_2a F158 Hunt 41.23831775700935 41.23831775700935
Option_2b F158 Hunt 61.56542056074766 61.56542056074766
Option_3a F158 Hunt 31.542056074766357 31.542056074766357
Option_3b F158 Hunt 49.29906542056075 49.29906542056075
Option_4a F158 Hunt 31.542056074766357 31.542056074766357
Option_4b F158 Hunt 49.29906542056075 49.29906542056075
Option_5a F158 Hunt 64.25233644859813 64.25233644859813
Option_5b F158 Hunt 85.39719626168224 85.39719626168224
Option_6a F158 Hunt 85.63084112149532 85.63084112149532
Option_6b F158 Hunt 85.39719626168224 85.39719626168224
Option_7a F158 Hunt 32.71028037383177 32.71028037383177
Option_7b F158 Hunt 61.6822429906542 61.6822429906542
Option_8a F158 Hunt 59.929906542056074 59.929906542056074
Option_8b F158 Hunt 85.39719626168224 85.39719626168224
Option_1a F213 Hunt 61.56542056074766 61.56542056074766
Option_1b F213 Hunt 85.39719626168224 85.39719626168224
Option_2a F213 Hunt 75.35046728971963 75.35046728971963
Option_2b F213 Hunt 85.39719626168224 85.39719626168224
Option_3a F213 Hunt 51.86915887850467 51.86915887850467
Option_3b F213 Hunt 85.51401869158879 85.51401869158879
Option_4a F213 Hunt 79.08878504672897 79.08878504672897
Option_4b F213 Hunt 85.51401869158879 85.51401869158879
Option_5a F213 Hunt 64.25233644859813 64.25233644859813
Option_5b F213 Hunt 85.39719626168224 85.39719626168224
Option_6a F213 Hunt 85.63084112149532 85.63084112149532
Option_6b F213 Hunt 85.39719626168224 85.39719626168224
Option_7a F213 Hunt 32.71028037383177 32.71028037383177
Option_7b F213 Hunt 61.6822429906542 61.6822429906542
Option_8a F213 Hunt 59.929906542056074 59.929906542056074
Option_8b F213 Hunt 85.39719626168224 85.39719626168224
Option_1a F213 Werner 32.85457809694793 32.85457809694793
Option_1b F213 Werner 52.6032315978456 52.6032315978456
Option_2a F213 Werner 39.91621783363256 39.91621783363256
Option_2b F213 Werner 59.964093357271096 59.964093357271096
Option_3a F213 Werner 27.88749251944943 27.88749251944943
Option_3b F213 Werner 46.259724715739075 46.259724715739075
Option_4a F213 Werner 41.83123877917414 41.83123877917414
Option_4b F213 Werner 60.62238180730102 60.62238180730102
Option_5a F213 Werner 34.230999401555955 34.230999401555955
Option_5b F213 Werner 54.81747456612807 54.81747456612807
Option_6a F213 Werner 48.53381208856972 48.53381208856972
Option_6b F213 Werner 66.48713345302214 66.48713345302214
Option_7a F213 Werner 18.073010173548774 18.073010173548774
Option_7b F213 Werner 32.91442250149611 32.91442250149611
Option_8a F213 Werner 32.01675643327349 32.01675643327349
Option_8b F213 Werner 47.09754637941352 47.09754637941352
Option_1a F184 Anderson 0.0 0.0
Option_1b F184 Anderson 0.0 0.0
Option_2a F184 Anderson 0.0 0.0
Option_2b F184 Anderson 0.0 0.0
Option_3a F184 Anderson 19.372549019607842 19.372549019607842
Option_3b F184 Anderson 27.372549019607845 27.372549019607845
Option_4a F184 Anderson 19.372549019607842 19.372549019607842
Option_4b F184 Anderson 27.372549019607845 27.372549019607845
Option_5a F184 Anderson 0.0 0.0
Option_5b F184 Anderson 0.0 0.0
Option_6a F184 Anderson 0.0 0.0
Option_6b F184 Anderson 0.0 0.0
Option_7a F184 Anderson 0.0 0.0
Option_7b F184 Anderson 0.0 0.0
Option_8a F184 Anderson 0.0 0.0
Option_8b F184 Anderson 0.0 0.0
Option_1a G150 Anderson 0.0 0.0
Option_1b G150 Anderson 0.0 0.0
Option_2a G150 Anderson 0.0 0.0
Option_2b G150 Anderson 0.0 0.0
Option_3a G150 Anderson 0.0 0.0
Option_3b G150 Anderson 0.0 0.0
Option_4a G150 Anderson 0.0 0.0
Option_4b G150 Anderson 0.0 0.0
Option_5a G150 Anderson 0.0 0.0
Option_5b G150 Anderson 0.0 0.0
Option_6a G150 Anderson 0.0 0.0
Option_6b G150 Anderson 0.0 0.0
Option_7a G150 Anderson 0.0 0.0
Option_7b G150 Anderson 0.0 0.0
Option_8a G150 Anderson 0.0 0.0
Option_8b G150 Anderson 0.0 0.0
Option_1a F129 Lim1 0.0 0.0
Option_1b F129 Lim1 100.0 100.0
Option_2a F129 Lim1 0.0 0.0
Option_2b F129 Lim1 100.0 100.0
Option_3a F129 Lim1 0.0 0.0
Option_3b F129 Lim1 75.0 75.0
Option_4a F129 Lim1 16.666666666666664 16.666666666666664
Option_4b F129 Lim1 100.0 100.0
Option_5a F129 Lim1 0.0 0.0
Option_5b F129 Lim1 100.0 100.0
Option_6a F129 Lim1 100.0 100.0
Option_6b F129 Lim1 100.0 100.0
Option_7a F129 Lim1 0.0 0.0
Option_7b F129 Lim1 0.0 0.0
Option_8a F129 Lim1 0.0 0.0
Option_8b F129 Lim1 83.33333333333334 83.33333333333334
Option_1a F158 Lim1 0.0 0.0
Option_1b F158 Lim1 0.0 0.0
Option_2a F158 Lim1 0.0 0.0
Option_2b F158 Lim1 0.0 0.0
Option_3a F158 Lim1 0.0 0.0
Option_3b F158 Lim1 0.0 0.0
Option_4a F158 Lim1 0.0 0.0
Option_4b F158 Lim1 0.0 0.0
Option_5a F158 Lim1 0.0 0.0
Option_5b F158 Lim1 100.0 100.0
Option_6a F158 Lim1 100.0 100.0
Option_6b F158 Lim1 100.0 100.0
Option_7a F158 Lim1 0.0 0.0
Option_7b F158 Lim1 0.0 0.0
Option_8a F158 Lim1 0.0 0.0
Option_8b F158 Lim1 83.33333333333334 83.33333333333334
Option_1a F213 Lim1 0.0 0.0
Option_1b F213 Lim1 100.0 100.0
Option_2a F213 Lim1 0.0 0.0
Option_2b F213 Lim1 100.0 100.0
Option_3a F213 Lim1 0.0 0.0
Option_3b F213 Lim1 75.0 75.0
Option_4a F213 Lim1 16.666666666666664 16.666666666666664
Option_4b F213 Lim1 100.0 100.0
Option_5a F213 Lim1 0.0 0.0
Option_5b F213 Lim1 100.0 100.0
Option_6a F213 Lim1 100.0 100.0
Option_6b F213 Lim1 100.0 100.0
Option_7a F213 Lim1 0.0 0.0
Option_7b F213 Lim1 0.0 0.0
Option_8a F213 Lim1 0.0 0.0
Option_8b F213 Lim1 83.33333333333334 83.33333333333334
Option_1a G150 Lim1 0.0 0.0
Option_1b G150 Lim1 0.0 0.0
Option_2a G150 Lim1 0.0 0.0
Option_2b G150 Lim1 0.0 0.0
Option_3a G150 Lim1 0.0 0.0
Option_3b G150 Lim1 0.0 0.0
Option_4a G150 Lim1 0.0 0.0
Option_4b G150 Lim1 0.0 0.0
Option_5a G150 Lim1 0.0 0.0
Option_5b G150 Lim1 0.0 0.0
Option_6a G150 Lim1 0.0 0.0
Option_6b G150 Lim1 0.0 0.0
Option_7a G150 Lim1 0.0 0.0
Option_7b G150 Lim1 0.0 0.0
Option_8a G150 Lim1 0.0 0.0
Option_8b G150 Lim1 0.0 0.0
Option_1a F184 DAmmando 0.0 0.0
Option_1b F184 DAmmando 0.0 0.0
Option_2a F184 DAmmando 0.0 0.0
Option_2b F184 DAmmando 0.0 0.0
Option_3a F184 DAmmando 7.2486360093530795 7.540263543191801
Option_3b F184 DAmmando 7.560405300077942 7.833089311859444
Option_4a F184 DAmmando 5.300077942322681 5.563689604685212
Option_4b F184 DAmmando 5.611847233047545 5.856515373352855
Option_5a F184 DAmmando 0.0 0.0
Option_5b F184 DAmmando 0.0 0.0
Option_6a F184 DAmmando 0.0 0.0
Option_6b F184 DAmmando 0.0 0.0
Option_7a F184 DAmmando 0.0 0.0
Option_7b F184 DAmmando 0.0 0.0
Option_8a F184 DAmmando 0.0 0.0
Option_8b F184 DAmmando 0.0 0.0
Option_1a F158 Freeman 25.0 25.0
Option_1b F158 Freeman 25.0 25.0
Option_2a F158 Freeman 25.0 25.0
Option_2b F158 Freeman 25.0 25.0
Option_3a F158 Freeman 25.0 25.0
Option_3b F158 Freeman 25.0 25.0
Option_4a F158 Freeman 25.0 25.0
Option_4b F158 Freeman 25.0 25.0
Option_5a F158 Freeman 25.0 25.0
Option_5b F158 Freeman 25.0 25.0
Option_6a F158 Freeman 25.0 25.0
Option_6b F158 Freeman 62.5 62.5
Option_7a F158 Freeman 25.0 25.0
Option_7b F158 Freeman 25.0 25.0
Option_8a F158 Freeman 25.0 25.0
Option_8b F158 Freeman 25.0 25.0
Option_1a F213 Freeman 25.0 25.0
Option_1b F213 Freeman 25.0 25.0
Option_2a F213 Freeman 25.0 25.0
Option_2b F213 Freeman 25.0 25.0
Option_3a F213 Freeman 25.0 25.0
Option_3b F213 Freeman 25.0 25.0
Option_4a F213 Freeman 25.0 25.0
Option_4b F213 Freeman 25.0 25.0
Option_5a F213 Freeman 25.0 25.0
Option_5b F213 Freeman 25.0 25.0
Option_6a F213 Freeman 25.0 25.0
Option_6b F213 Freeman 62.5 62.5
Option_7a F213 Freeman 25.0 25.0
Option_7b F213 Freeman 25.0 25.0
Option_8a F213 Freeman 25.0 25.0
Option_8b F213 Freeman 25.0 25.0
Option_1a F129 Villasenor 18.67612293144208 13.719943422913719
Option_1b F129 Villasenor 26.47754137115839 20.933521923620933
Option_2a F129 Villasenor 19.858156028368796 14.427157001414429
Option_2b F129 Villasenor 38.53427895981088 43.988684582743986
Option_3a F129 Villasenor 17.494089834515368 13.012729844413013
Option_3b F129 Villasenor 24.58628841607565 19.236209335219236
Option_4a F129 Villasenor 20.56737588652482 14.85148514851485
Option_4b F129 Villasenor 39.71631205673759 47.66619519094767
Option_5a F129 Villasenor 19.148936170212767 14.002828854314004
Option_5b F129 Villasenor 28.132387706855795 23.33804809052334
Option_6a F129 Villasenor 24.822695035460992 19.377652050919377
Option_6b F129 Villasenor 45.39007092198582 56.011315417256014
Option_7a F129 Villasenor 13.238770685579196 10.042432814710041
Option_7b F129 Villasenor 18.67612293144208 13.719943422913719
Option_8a F129 Villasenor 18.203309692671397 13.437057991513438
Option_8b F129 Villasenor 24.822695035460992 19.377652050919377
Option_1a F213 Villasenor 18.67612293144208 13.719943422913719
Option_1b F213 Villasenor 26.47754137115839 20.933521923620933
Option_2a F213 Villasenor 19.858156028368796 14.427157001414429
Option_2b F213 Villasenor 38.53427895981088 43.988684582743986
Option_3a F213 Villasenor 17.494089834515368 13.012729844413013
Option_3b F213 Villasenor 24.58628841607565 19.236209335219236
Option_4a F213 Villasenor 20.56737588652482 14.85148514851485
Option_4b F213 Villasenor 39.71631205673759 47.66619519094767
Option_5a F213 Villasenor 19.148936170212767 14.002828854314004
Option_5b F213 Villasenor 28.132387706855795 23.33804809052334
Option_6a F213 Villasenor 24.822695035460992 19.377652050919377
Option_6b F213 Villasenor 45.39007092198582 56.011315417256014
Option_7a F213 Villasenor 13.238770685579196 10.042432814710041
Option_7b F213 Villasenor 18.67612293144208 13.719943422913719
Option_8a F213 Villasenor 18.203309692671397 13.437057991513438
Option_8b F213 Villasenor 24.822695035460992 19.377652050919377
Option_1a F106 Minniti 0.0 0.0
Option_1b F106 Minniti 4.042553191489362 4.042553191489362
Option_2a F106 Minniti 0.0 0.0
Option_2b F106 Minniti 4.042553191489362 4.042553191489362
Option_3a F106 Minniti 0.0 0.0
Option_3b F106 Minniti 0.0 0.0
Option_4a F106 Minniti 0.0 0.0
Option_4b F106 Minniti 0.0 0.0
Option_5a F106 Minniti 0.0 0.0
Option_5b F106 Minniti 0.0 0.0
Option_6a F106 Minniti 0.0 0.0
Option_6b F106 Minniti 0.0 0.0
Option_7a F106 Minniti 0.0 0.0
Option_7b F106 Minniti 4.468085106382979 4.468085106382979
Option_8a F106 Minniti 2.3404255319148937 2.3404255319148937
Option_8b F106 Minniti 29.574468085106382 29.574468085106382
Option_1a F158 Minniti 0.0 0.0
Option_1b F158 Minniti 4.042553191489362 4.042553191489362
Option_2a F158 Minniti 0.0 0.0
Option_2b F158 Minniti 4.042553191489362 4.042553191489362
Option_3a F158 Minniti 0.0 0.0
Option_3b F158 Minniti 0.0 0.0
Option_4a F158 Minniti 0.0 0.0
Option_4b F158 Minniti 0.0 0.0
Option_5a F158 Minniti 6.808510638297872 6.808510638297872
Option_5b F158 Minniti 43.19148936170213 43.19148936170213
Option_6a F158 Minniti 32.340425531914896 32.340425531914896
Option_6b F158 Minniti 44.46808510638298 44.46808510638298
Option_7a F158 Minniti 0.0 0.0
Option_7b F158 Minniti 4.468085106382979 4.468085106382979
Option_8a F158 Minniti 2.3404255319148937 2.3404255319148937
Option_8b F158 Minniti 29.574468085106382 29.574468085106382
Option_1a F213 Minniti 4.042553191489362 4.042553191489362
Option_1b F213 Minniti 39.361702127659576 39.361702127659576
Option_2a F213 Minniti 16.382978723404253 16.382978723404253
Option_2b F213 Minniti 44.680851063829785 44.680851063829785
Option_3a F213 Minniti 0.0 0.0
Option_3b F213 Minniti 27.659574468085108 27.659574468085108
Option_4a F213 Minniti 19.574468085106382 19.574468085106382
Option_4b F213 Minniti 44.8936170212766 44.8936170212766
Option_5a F213 Minniti 6.808510638297872 6.808510638297872
Option_5b F213 Minniti 43.19148936170213 43.19148936170213
Option_6a F213 Minniti 32.340425531914896 32.340425531914896
Option_6b F213 Minniti 44.46808510638298 44.46808510638298
Option_7a F213 Minniti 0.0 0.0
Option_7b F213 Minniti 4.468085106382979 4.468085106382979
Option_8a F213 Minniti 2.3404255319148937 2.3404255319148937
Option_8b F213 Minniti 29.574468085106382 29.574468085106382
Option_1a F129 Smith 100.0 100.0
Option_1b F129 Smith 100.0 100.0
Option_2a F129 Smith 100.0 100.0
Option_2b F129 Smith 100.0 100.0
Option_3a F129 Smith 100.0 100.0
Option_3b F129 Smith 100.0 100.0
Option_4a F129 Smith 100.0 100.0
Option_4b F129 Smith 100.0 100.0
Option_5a F129 Smith 100.0 100.0
Option_5b F129 Smith 100.0 100.0
Option_6a F129 Smith 100.0 100.0
