Survey_strategy Optic Science_case M1_%pix M1_%priority
time_domain F062 Sabin 1.7932489451476792 2.7662517289073305
wide_area F129 Sabin 46.835443037974684 53.52697095435685
panchromatic F129 Sabin 7.2257383966244735 7.837713231904103
time_domain F129 Sabin 1.7932489451476792 2.7662517289073305
wide_area F158 Sabin 46.677215189873415 53.38865836791148
panchromatic F158 Sabin 7.2257383966244735 7.837713231904103
time_domain F158 Sabin 0.0 0.0
wide_area F213 Sabin 46.835443037974684 53.52697095435685
panchromatic F213 Sabin 7.2257383966244735 7.837713231904103
time_domain F213 Sabin 2.5316455696202533 3.4117104656523742
wide_area F129 Minniti_GCs 61.969111969111964 61.969111969111964
panchromatic F129 Minniti_GCs 6.370656370656371 6.370656370656371
time_domain F129 Minniti_GCs 5.019305019305019 5.019305019305019
wide_area F158 Minniti_GCs 61.77606177606177 61.77606177606177
panchromatic F158 Minniti_GCs 6.370656370656371 6.370656370656371
time_domain F158 Minniti_GCs 0.0 0.0
wide_area F213 Minniti_GCs 61.969111969111964 61.969111969111964
panchromatic F213 Minniti_GCs 6.370656370656371 6.370656370656371
time_domain F213 Minniti_GCs 5.019305019305019 5.019305019305019
wide_area F129 Saito 61.969111969111964 61.969111969111964
panchromatic F129 Saito 6.370656370656371 6.370656370656371
time_domain F129 Saito 5.019305019305019 5.019305019305019
wide_area F158 Saito 61.77606177606177 61.77606177606177
panchromatic F158 Saito 6.370656370656371 6.370656370656371
time_domain F158 Saito 0.0 0.0
wide_area F213 Saito 61.969111969111964 61.969111969111964
panchromatic F213 Saito 6.370656370656371 6.370656370656371
time_domain F213 Saito 5.019305019305019 5.019305019305019
wide_area F213 Craig 16.462904036174844 16.462904036174844
panchromatic F213 Craig 2.445151565901859 2.445151565901859
time_domain F213 Craig 0.9546139675096299 0.9546139675096299
