Survey_strategy Optic Science_case M1_%pix M1_%priority
wide_area F129 Baravalle 35.32512654626052 36.2544265867611
panchromatic F129 Baravalle 0.4073441758768383 0.40588395532552435
time_domain F129 Baravalle 0.8386497738640789 0.7926995369109233
wide_area F158 Baravalle 35.32512654626052 36.2544265867611
panchromatic F158 Baravalle 0.4073441758768383 0.40588395532552435
time_domain F158 Baravalle 0.8386497738640789 0.7926995369109233
wide_area F213 Baravalle 35.32512654626052 36.2544265867611
panchromatic F213 Baravalle 0.4073441758768383 0.40588395532552435
time_domain F213 Baravalle 0.8386497738640789 0.7926995369109233
