Survey_strategy Optic Science_case Science_code Category M3_%regions M3_count
wide_area F129 Saito SP51 wide_area 100.0 1
deep_spec F129 Saito SP51 wide_area 100.0 1
time_domain F129 Saito SP51 wide_area 100.0 1
wide_area F158 Saito SP51 wide_area 100.0 1
deep_spec F158 Saito SP51 wide_area 100.0 1
time_domain F158 Saito SP51 wide_area 0.0 0
wide_area F213 Saito SP51 wide_area 100.0 1
deep_spec F213 Saito SP51 wide_area 100.0 1
time_domain F213 Saito SP51 wide_area 100.0 1
