Survey_strategy Optic Science_case M1_%pix M1_%priority
wide_area F106 Gallart 0.4365382516643021 0.4365382516643021
panchromatic F106 Gallart 0.4620029830113863 0.4620029830113863
time_domain F106 Gallart 1.4878678744224962 1.4878678744224962
wide_area F129 Gallart 32.97682709447415 32.97682709447415
panchromatic F129 Gallart 0.47655425806686313 0.47655425806686313
time_domain F129 Gallart 1.4878678744224962 1.4878678744224962
wide_area F213 Gallart 32.97682709447415 32.97682709447415
panchromatic F213 Gallart 0.47655425806686313 0.47655425806686313
time_domain F213 Gallart 1.4878678744224962 1.4878678744224962
